net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Endinet,871688700000002681,Vestdijk,5091CJ,5508KC,OOST WEST EN MIDDELBEERS,10,100.0,90.0,,1x35,1203.1,0.0,0.0
Endinet,871688700000002681,Buizerd,5508KC,5508LC,VELDHOVEN,12,100.0,100.0,,3x25,1532.67,0.0,0.0
Endinet,871688700000002681,Hertgang,5508LC,5508LR,VELDHOVEN,34,100.0,100.0,,3x25,1306.82,0.0,0.0
Endinet,871688700000002681,Hertgang,5508LR,5508RB,VELDHOVEN,10,90.0,90.0,,1x35,7531.5,10.0,0.0
Endinet,871688700000002681,Strijpsebaan,5508RB,5508RB,VELDHOVEN,26,100.0,100.0,,1x35,4249.96,0.0,0.0
Endinet,871688700000002681,Strijpsebaan,5508RB,5508RC,VELDHOVEN,27,100.0,100.0,,3x25,3351.89,3.7,0.0
Endinet,871688700000002681,Blauwven,5508RC,5508RC,VELDHOVEN,25,100.0,100.0,,1x35,4032.64,4.0,0.0
Endinet,871688700000002681,Blauwven,5508RC,5508RD,VELDHOVEN,30,100.0,93.33,,3x35,4799.9,3.33,0.0
Endinet,871688700000002681,Blauwven,5508RD,5508RD,VELDHOVEN,12,100.0,100.0,,1x35,3752.01,0.0,0.0
Endinet,871688700000002681,Blauwven,5508RD,5508RG,VELDHOVEN,17,94.12,100.0,,3x25,6485.94,5.88,0.0
Endinet,871688700000002681,Brugven,5508RG,5508RJ,VELDHOVEN,19,84.21,100.0,,3x25,5679.53,5.26,0.0
Endinet,871688700000002681,Lankven,5508RJ,5508RK,VELDHOVEN,58,98.28,98.28,,3x25,2547.62,0.0,0.0
Endinet,871688700000002681,Regenboogven,5508RK,5508RK,VELDHOVEN,10,100.0,100.0,,1x35,2432.7,0.0,0.0
Endinet,871688700000002681,Turfven,5508RL,5508RM,VELDHOVEN,16,81.25,100.0,,3x25,5783.56,6.25,0.0
Endinet,871688700000002681,Vlutterven,5508RM,5508RM,VELDHOVEN,21,100.0,100.0,,3x25,0.0,0.0,0.0
Endinet,871688700000002681,Zandven,5508RN,5508RP,VELDHOVEN,10,100.0,80.0,,3x25,6257.9,10.0,0.0
Endinet,871688700000002681,Keelweg,5508RP,5508RP,VELDHOVEN,19,100.0,100.0,,3x25,0.0,0.0,0.0
Endinet,871688700000002681,Libel,5508SB,5508SB,VELDHOVEN,34,100.0,100.0,,1x35,0.0,0.0,0.0
Endinet,871688700000002681,Libel,5508SB,5508SB,VELDHOVEN,10,100.0,100.0,,3x25,165.0,0.0,0.0
Endinet,871688700000002681,Libel,5508SC,5508SC,VELDHOVEN,14,100.0,100.0,,1x35,1425.07,0.0,0.0
